Pick Date,Location,Product Variety,Yield Kg,Total Harvest Cost Per Kg,Pick Rate Kgs/Hr (Picker Only – Derived Kgs)
31/12/2018,[Feath]01,Ochlockonee,"2,469.66",2.97,9.75
31/12/2018,[NineMile]13,Legacy,923.81,6.07,6.27
31/12/2018,[NineMile]33,Legacy,683.01,7.44,6.18
31/12/2018,[NineMile]62,Legacy,660.65,6.95,3.76
31/12/2018,[NineMile]67,Legacy,624.50,6.94,4.00
31/12/2018,[S1]09Mid,Brightwell,576.09,5.24,5.65
31/12/2018,[S1]09Mid,Powderblue,232.46,4.69,4.23
31/12/2018,[S1]22-23Ext,Ochlockonee,285.89,4.71,6.35
31/12/2018,[S1]22-23Ext,Powderblue,144.80,4.89,5.04
31/12/2018,[S1]28-30,Brightwell,"1,329.70",4.62,6.34
31/12/2018,[S1]42-43Front,Brightwell,864.04,4.37,6.82
31/12/2018,[S1]42-43Front,Powderblue,744.86,3.73,7.41
31/12/2018,[S1]50-51,Brightwell,286.04,5.05,4.06
31/12/2018,[S1]50-51,Powderblue,465.55,5.18,4.82
31/12/2018,[S1]50-51,Premier,32.48,6.27,3.94
31/12/2018,[S1]79,Brightwell,509.46,4.21,5.79
31/12/2018,[S1]79,Powderblue,568.93,4.58,6.50
31/12/2018,[S1]80,Brightwell,391.75,5.63,5.21
31/12/2018,[S1]80,Powderblue,444.85,5.72,4.36
31/12/2018,[S2]81,Brightwell,551.57,5.32,5.57
31/12/2018,[S2]81,Powderblue,594.39,3.63,6.68
31/12/2018,[S3]VTop,Brightwell,329.29,5.25,6.10
31/12/2018,[S4]A,Brightwell,"1,151.05",3.53,7.86
31/12/2018,[S4]K,Ochlockonee,429.86,3.22,6.25
31/12/2018,14,Arana C00-009,"2,013.02",3.32,9.40
1/01/2019,[NineMile]12,Legacy,"1,527.51",4.97,4.63
1/01/2019,[NineMile]13,Legacy,347.67,4.89,5.27
1/01/2019,[NineMile]66,Legacy,"1,399.64",6.79,3.59
2/01/2019,[Lebrina]04,Brigitta,311.77,8.65,7.42
2/01/2019,[NineMile]02,Legacy,"2,096.27",5.83,5.66
2/01/2019,[S1]06C,Brightwell,172.29,6.77,4.23
2/01/2019,[S1]06C,Powderblue,474.89,6.53,5.16
2/01/2019,[S1]06D,Brightwell,58.00,6.68,2.90
2/01/2019,[S1]06D,Powderblue,111.40,6.70,2.79
2/01/2019,[S1]06D,Selections - R/E,11.01,12.24,0.55
2/01/2019,[S1]06EFG,Brightwell,"1,170.94",4.25,6.96
2/01/2019,[S1]06EFG,Powderblue,810.13,3.96,6.97
2/01/2019,[S1]09-10Ext,Brightwell,758.35,4.05,6.71
2/01/2019,[S1]09-10Ext,Powderblue,352.78,4.20,6.14
2/01/2019,[S1]45-46Back,Brightwell,434.54,4.78,5.45
2/01/2019,[S1]45-46Back,Powderblue,372.20,3.02,9.30
2/01/2019,[S1]45-46Back,Tifblue,872.96,5.59,4.82
2/01/2019,[S1]45-46Mid,Powderblue,658.49,3.78,7.26
2/01/2019,[S1]45-46Mid,Tifblue,"1,195.85",5.74,4.68
2/01/2019,[S3]I,Ochlockonee,"1,426.28",3.47,8.44
2/01/2019,[S3]I,Powderblue,850.23,3.54,7.28
2/01/2019,[S3]L,Ochlockonee,491.31,4.38,7.42
2/01/2019,[S3]L,Powderblue,381.43,4.24,5.53
2/01/2019,[S3]R,Brightwell,"1,517.31",3.44,8.02
2/01/2019,[S3]R,Powderblue,"2,225.64",3.33,8.36
2/01/2019,[S3]VBot,Brightwell,305.66,4.82,5.29
2/01/2019,[S3]VBot,Powderblue,278.28,4.82,5.48
2/01/2019,[Tols]01,Arana C00-009,360.31,3.88,7.83
2/01/2019,[Tols]02,Arana C00-009,474.81,3.80,6.59
2/01/2019,[Tols]03,Arana C00-009,796.28,3.76,6.41
2/01/2019,[Tols]04,Arana C00-009,339.28,3.76,7.07
2/01/2019,LEB 5,Brigitta,56.35,14.95,0.60
2/01/2019,T05(row 1-24),Arana C00-009,745.06,2.50,8.51
2/01/2019,T05(row 25-34),Arana C00-009,251.37,2.04,13.41
2/01/2019,T06,Arana C00-009,870.32,3.38,8.71
2/01/2019,T07 (row 1-35),Arana C00-009,875.05,3.57,8.41
2/01/2019,T07(row 36-39),Arana C00-009,63.52,4.16,3.97
3/01/2019,[KD]Curleys,Ochlockonee,551.19,4.49,6.41
3/01/2019,[KD]LowSnow,Brightwell,325.84,4.80,5.07
3/01/2019,[NineMile]01,Legacy,"2,169.97",5.31,5.70
3/01/2019,[NineMile]02,Legacy,239.54,5.77,3.89
3/01/2019,[NineMile]11,Legacy,"1,039.42",5.57,5.43
3/01/2019,[NineMile]12,Legacy,797.42,5.74,4.42
3/01/2019,[Ponds]Winzer,Brightwell,801.34,4.82,5.60
3/01/2019,[Ponds]Winzer,Powderblue,889.56,4.16,6.52
3/01/2019,[Ponds]Wray,Brightwell,930.04,4.94,6.12
3/01/2019,[Ponds]Wray,Powderblue,779.03,4.91,5.07
3/01/2019,[S1]09-10Ext,Powderblue,410.61,4.40,6.32
3/01/2019,[S1]11-12Scr,Selections - R/E,238.44,7.06,3.94
3/01/2019,[S1]45-46Mid,Brightwell,"1,127.45",3.36,8.08
3/01/2019,[S1]48BC,Ochlockonee,"1,225.74",3.68,7.76
3/01/2019,[S1]48BC,Powderblue,665.69,3.69,7.50
3/01/2019,[S1]52-54,Brightwell,"1,005.35",3.53,7.85
3/01/2019,[S1]52-54,Powderblue,487.41,3.73,6.61
3/01/2019,[S1]94,Arana C00-009,"1,268.85",3.01,9.49
3/01/2019,[S4]E,Ochlockonee,"2,181.70",3.87,7.08
3/01/2019,[S4]J,Ochlockonee,"1,103.91",3.82,6.81
3/01/2019,[S4]J,Powderblue,1.15,3.44,0.00
3/01/2019,LEB 5,Brigitta,473.34,7.29,3.66
3/01/2019,O,Brightwell,603.56,4.13,8.94
3/01/2019,O,Powderblue,"2,190.67",4.33,6.01
4/01/2019,[KD]Curleys,Powderblue,247.35,4.77,4.36
4/01/2019,[NineMile]11,Legacy,"2,347.70",5.63,5.55
4/01/2019,[NineMile]48,Legacy,603.00,5.54,5.70
4/01/2019,[NineMile]49,Legacy,266.83,5.78,5.08
4/01/2019,[NineMile]50,Legacy,542.56,5.50,6.60
4/01/2019,[NineMile]51,Legacy,333.80,5.86,4.54
4/01/2019,[NineMile]58,Legacy,451.87,6.08,3.91
4/01/2019,[Ponds]Winzer,Brightwell,536.80,3.88,7.56
4/01/2019,[Ponds]Winzer,Powderblue,"1,599.57",3.85,7.62
4/01/2019,[S1]09-10Scr,Brightwell,190.70,4.55,3.27
4/01/2019,[S1]09-10Scr,Powderblue,262.70,4.75,6.82
4/01/2019,[S1]11-12Scr,Ochlockonee,261.06,4.34,6.78
4/01/2019,[S1]11-12Scr,Powderblue,98.94,4.40,5.14
4/01/2019,[S1]52-54,Brightwell,"1,603.64",4.78,4.86
4/01/2019,[S1]52-54,Powderblue,853.30,4.71,7.32
4/01/2019,[S1]52-54,T-672,260.74,4.27,3.72
4/01/2019,[S1]94,Arana C00-009,"1,582.05",2.58,9.50
4/01/2019,[S1]95,Arana C00-009,"1,273.08",3.80,9.06
4/01/2019,[S3]UBot,Brightwell,148.76,6.68,3.67
4/01/2019,[S3]UBot,Powderblue,226.29,6.01,5.59
4/01/2019,[S3]UTop,Brightwell,79.23,6.32,2.93
4/01/2019,[S3]UTop,Powderblue,223.41,6.13,4.22
4/01/2019,[S4]E,Powderblue,"3,366.98",3.66,7.90
4/01/2019,[S4]G,Ochlockonee,"1,277.74",2.91,9.33
4/01/2019,[S4]G,Powderblue,"1,249.07",3.93,6.40
4/01/2019,[S4]J,Powderblue,"1,206.65",3.99,6.82
4/01/2019,ED5,Legacy,362.32,5.90,6.59
4/01/2019,O,Brightwell,"1,469.05",4.17,6.17
4/01/2019,O,Tifblue,320.34,4.80,4.00
4/01/2019,W,Brightwell,228.31,6.40,4.48
5/01/2019,[Feath]01,Ochlockonee,"1,131.19",4.09,7.48
5/01/2019,[Feath]01,Powderblue,810.46,4.72,7.12
5/01/2019,[Feath]02,Brightwell,783.79,4.78,4.83
5/01/2019,[Feath]03,Ochlockonee,705.67,4.34,6.03
5/01/2019,[Feath]03,Powderblue,696.15,4.54,6.04
5/01/2019,[Feath]04,Brightwell,580.59,4.35,4.70
5/01/2019,[KD]13B,Ochlockonee,383.96,5.31,5.05
5/01/2019,[KD]13B,Powderblue,327.56,4.08,6.42
5/01/2019,[NineMile]09,Legacy,430.09,9.33,3.11
5/01/2019,[NineMile]57,Legacy,"1,055.56",5.58,5.64
5/01/2019,[NineMile]58,Legacy,352.42,5.97,3.84
5/01/2019,[NineMile]64,Legacy,895.33,5.55,4.68
5/01/2019,[NineMile]65,Legacy,496.66,7.72,3.82
5/01/2019,[NineMile]66,Legacy,"1,461.06",7.76,3.12
5/01/2019,[S1]27Ext,Brightwell,334.92,4.64,5.54
5/01/2019,[S1]27Ext,Ochlockonee,689.51,4.36,6.50
5/01/2019,[S1]27Ext,Powderblue,380.35,4.43,5.74
5/01/2019,[S1]49A,Brightwell,169.00,7.92,3.31
5/01/2019,[S1]95,Arana C00-009,"2,904.14",2.58,9.89
5/01/2019,[S4]G,Ochlockonee,"2,653.87",3.06,10.44
5/01/2019,[S4]G,Powderblue,"3,883.57",3.19,7.87
5/01/2019,[S4]K,Ochlockonee,258.44,3.08,9.57
5/01/2019,[S4]K,Powderblue,323.16,3.28,4.79
5/01/2019,53-55 Molloy Top,Ochlockonee,616.77,3.72,7.05
5/01/2019,53-55 Molloy Top,Powderblue,155.88,4.51,6.30
5/01/2019,ED5,Legacy,770.42,5.56,6.29
6/01/2019,[Feath]03,Ochlockonee,780.17,3.65,6.67
6/01/2019,[S1]09Mid,Brightwell,732.17,5.46,5.37
6/01/2019,[S1]09Mid,Powderblue,302.59,5.37,5.60
6/01/2019,[S1]10Mid,Brightwell,77.59,6.10,1.92
6/01/2019,[S1]10Mid,Powderblue,126.41,5.80,4.68
6/01/2019,[S1]22-23Ext,Ochlockonee,299.15,4.59,8.31
6/01/2019,[S1]28-30,Brightwell,991.37,4.68,5.36
6/01/2019,[S1]42-43Front,Brightwell,518.92,5.11,4.90
6/01/2019,[S1]42-43Front,Powderblue,969.56,4.99,5.09
6/01/2019,[S1]78,Arana C00-009,608.06,3.65,8.27
6/01/2019,[S1]79,Brightwell,311.71,5.57,4.07
6/01/2019,[S1]79,Powderblue,386.70,5.62,4.65
6/01/2019,[S1]80,Brightwell,189.51,5.60,3.72
6/01/2019,[S1]80,Powderblue,141.83,5.47,5.56
6/01/2019,[S1]95,Arana C00-009,803.50,3.66,7.00
6/01/2019,[S3]Mrow01-30,Arana C00-009,"1,952.30",2.99,9.29
6/01/2019,[S3]Nrow55-105,Arana C00-009,"2,374.23",2.87,9.27
6/01/2019,[S4]G,Ochlockonee,"3,498.63",2.88,9.59
6/01/2019,53-55 Molloy Bottom,Ochlockonee,624.99,4.76,8.04
6/01/2019,53-55 Molloy Bottom,Powderblue,184.40,4.86,4.64
7/01/2019,[Lebrina]02,Brigitta,288.64,4.19,6.27
7/01/2019,[Lebrina]03,Bluerose,392.15,4.23,7.58
7/01/2019,[Lebrina]03,Brigitta,167.89,4.17,4.87
7/01/2019,[NineMile]03,Legacy,"1,211.47",5.86,5.87
7/01/2019,[NineMile]04,Legacy,"1,754.56",5.46,8.48
7/01/2019,[NineMile]05,Legacy,"1,330.04",5.79,5.73
7/01/2019,[NineMile]06,Legacy,"1,327.51",5.53,6.41
7/01/2019,[NineMile]07,Legacy,724.37,5.78,6.24
7/01/2019,[NineMile]09,Legacy,"1,572.39",7.17,7.39
7/01/2019,[NineMile]10,Legacy,0.00,0.00,0.00
7/01/2019,[S1]06C,Brightwell,79.64,4.62,3.32
7/01/2019,[S1]06C,Powderblue,194.41,4.44,4.05
7/01/2019,[S1]06EFG,Brightwell,292.00,5.25,4.56
7/01/2019,[S1]06EFG,Powderblue,207.28,5.31,4.32
7/01/2019,[S1]10Mid,Powderblue,444.68,5.19,4.45
7/01/2019,[S1]11Mid,Brightwell,163.94,5.32,3.28
7/01/2019,[S1]11Mid,Powderblue,341.76,5.20,6.84
7/01/2019,[S1]22-23Ext,Ochlockonee,191.86,4.19,5.12
7/01/2019,[S1]22-23Ext,Powderblue,181.17,4.36,7.25
7/01/2019,[S1]39-41Front,Arana C00-009,"2,225.06",5.26,6.29
7/01/2019,[S1]39-41Front,Violeta,99.28,5.73,2.41
7/01/2019,[S1]45-46Back,Brightwell,145.55,5.69,10.98
7/01/2019,[S1]45-46Back,Powderblue,107.36,5.69,2.67
7/01/2019,[S1]45-46Back,Tifblue,439.62,5.49,4.15
7/01/2019,[S1]45-46Mid,Brightwell,124.69,7.10,2.08
7/01/2019,[S1]45-46Mid,Powderblue,196.99,6.72,3.28
7/01/2019,[S1]45-46Mid,Tifblue,263.29,6.76,4.81
7/01/2019,[S1]49BC,Arana C00-009,"1,474.46",4.74,6.63
7/01/2019,[S1]78,Arana C00-009,"2,181.91",3.12,8.34
7/01/2019,[S3]Mrow31-87,Arana C00-009,"3,323.87",2.87,9.40
7/01/2019,[S3]Nrow01-54,Arana C00-009,"1,542.57",2.92,9.45
7/01/2019,[S3]UBot,Powderblue,142.20,4.15,5.69
7/01/2019,[S3]UTop,Brightwell,38.02,5.86,3.10
7/01/2019,[S3]UTop,Powderblue,105.07,4.28,4.20
8/01/2019,[Lebrina]01,Brigitta,589.21,4.16,6.34
8/01/2019,[Lebrina]02,Brigitta,135.61,4.54,8.22
8/01/2019,[Lebrina]02,Elliot E-70,193.26,3.90,8.78
8/01/2019,[NineMile]09,Legacy,480.67,4.23,7.12
8/01/2019,[NineMile]10,Legacy,"1,937.36",4.71,5.94
8/01/2019,[NineMile]14,Legacy,531.34,4.69,5.42
8/01/2019,[NineMile]16,Legacy,310.78,4.94,6.34
8/01/2019,[NineMile]22,Legacy,"1,016.07",4.17,6.64
8/01/2019,[NineMile]23,Legacy,"1,363.56",4.19,7.18
8/01/2019,[NineMile]24,Legacy,"1,155.86",4.38,10.07
8/01/2019,[NineMile]25,Legacy,"1,247.93",4.22,7.43
8/01/2019,[NineMile]27,Legacy,"1,492.27",4.88,6.50
8/01/2019,[NineMile]29,Legacy,849.16,4.98,5.74
8/01/2019,[S1]06D,Brightwell,86.15,6.93,3.41
8/01/2019,[S1]06D,Powderblue,80.34,6.68,3.15
8/01/2019,[S1]09-10Ext,Brightwell,390.03,6.15,5.42
8/01/2019,[S1]09-10Ext,Powderblue,302.89,6.09,4.21
8/01/2019,[S1]48A,Arana C00-009,"1,923.43",2.89,9.68
8/01/2019,[S2]81,Brightwell,441.68,4.55,5.61
8/01/2019,[S2]81,Powderblue,500.50,4.51,6.46
8/01/2019,[S3]I,Ochlockonee,389.32,4.29,5.19
8/01/2019,[S3]I,Powderblue,169.78,4.40,8.28
8/01/2019,[S3]L,Ochlockonee,378.34,4.31,7.04
8/01/2019,[S3]L,Powderblue,209.97,4.20,6.51
8/01/2019,[S3]R,Brightwell,399.38,6.75,4.44
8/01/2019,[S3]R,Powderblue,556.37,6.80,3.76
8/01/2019,14,Arana C00-009,"2,630.27",4.01,6.62
8/01/2019,36-37,Arana C00-009,"5,328.94",3.20,8.33
9/01/2019,[Feath]01,Ochlockonee,518.80,7.36,4.24
9/01/2019,[Feath]02,Brightwell,362.54,6.31,4.42
9/01/2019,[Feath]03,Powderblue,316.35,6.38,6.17
9/01/2019,[Feath]04,Brightwell,201.93,6.69,3.32
9/01/2019,[Feath]09,Selections - H/B,171.05,6.56,2.78
9/01/2019,[Lebrina]01,Brigitta,296.69,4.78,7.06
9/01/2019,[Lebrina]04,Brigitta,611.36,4.38,7.28
9/01/2019,[NineMile]07,Legacy,417.78,3.88,7.33
9/01/2019,[NineMile]08,Legacy,405.68,5.36,6.41
9/01/2019,[NineMile]10,Legacy,"1,965.32",4.28,6.90
9/01/2019,[NineMile]15,Legacy,"1,247.69",4.16,8.60
9/01/2019,[NineMile]16,Legacy,696.50,4.04,7.41
9/01/2019,[NineMile]21,Legacy,"2,109.49",5.33,5.21
9/01/2019,[NineMile]25,Legacy,111.19,6.01,2.68
9/01/2019,[NineMile]32,Legacy,830.40,4.54,4.25
9/01/2019,[NineMile]36,Legacy,524.29,4.28,8.74
9/01/2019,[NineMile]37,Legacy,872.49,4.50,6.02
9/01/2019,[NineMile]38,Legacy,"1,102.19",4.45,8.45
9/01/2019,[S1]27Ext,Brightwell,127.17,5.84,3.91
9/01/2019,[S1]27Ext,Ochlockonee,293.40,5.27,6.11
9/01/2019,[S1]27Ext,Powderblue,159.47,5.51,5.32
9/01/2019,[S1]42-43Front,Brightwell,218.76,6.74,5.30
9/01/2019,[S1]42-43Front,Powderblue,439.98,6.85,3.40
9/01/2019,[S1]47ABC,Arana C00-009,"4,773.36",2.58,10.55
9/01/2019,[S1]48BC,Ochlockonee,521.90,4.80,5.67
9/01/2019,[S1]48BC,Powderblue,260.87,4.64,4.54
9/01/2019,[S1]62,Arana C00-009,"2,414.28",3.48,8.03
9/01/2019,[S1]79,Brightwell,149.60,7.71,2.93
9/01/2019,[S1]79,Powderblue,125.97,7.36,3.29
9/01/2019,[S1]80,Brightwell,102.57,7.43,2.68
9/01/2019,[S1]80,Powderblue,89.98,7.78,2.42
9/01/2019,[S3]I,Ochlockonee,354.91,4.58,7.43
9/01/2019,[S3]I,Powderblue,154.70,4.54,5.29
9/01/2019,[S3]VBot,Brightwell,216.31,4.52,5.55
9/01/2019,[S3]VBot,Powderblue,169.34,4.80,3.57
9/01/2019,[S3]VTop,Brightwell,111.17,4.50,6.01
9/01/2019,[S3]VTop,Powderblue,418.91,4.50,7.55
9/01/2019,LEB 5,Brigitta,145.07,5.04,5.18
10/01/2019,[KD]Curleys,Ochlockonee,486.87,5.07,7.35
10/01/2019,[KD]Curleys,Powderblue,104.94,5.37,3.59
10/01/2019,[NineMile]08,Legacy,"2,120.59",4.21,7.85
10/01/2019,[NineMile]11,Brigitta,"1,075.25",4.50,6.28
10/01/2019,[NineMile]15,Legacy,"1,026.03",4.07,8.60
10/01/2019,[NineMile]35,Legacy,"1,379.46",4.07,7.79
10/01/2019,[NineMile]43,Legacy,815.37,4.98,6.37
10/01/2019,[NineMile]44,Legacy,621.04,5.14,5.33
10/01/2019,[NineMile]45,Legacy,"1,856.93",5.10,5.53
10/01/2019,[NineMile]52,Legacy,842.93,4.26,9.16
10/01/2019,[NineMile]53,Legacy,"1,998.05",4.19,8.69
10/01/2019,[NineMile]54,Legacy,"1,003.19",4.21,10.90
10/01/2019,[Ponds]Winzer,Brightwell,630.77,4.48,6.47
10/01/2019,[Ponds]Winzer,Powderblue,"1,604.10",4.33,6.46
10/01/2019,[Ponds]Wray,Brightwell,758.01,4.80,6.18
10/01/2019,[Ponds]Wray,Powderblue,721.50,4.74,5.03
10/01/2019,[S1]09-10Scr,Brightwell,62.38,5.46,3.20
10/01/2019,[S1]09-10Scr,Powderblue,104.62,5.12,5.37
10/01/2019,[S1]09Mid,Brightwell,353.73,6.58,4.49
10/01/2019,[S1]09Mid,Powderblue,108.54,6.93,4.17
10/01/2019,[S1]52-54,Brightwell,698.06,5.02,4.58
10/01/2019,[S1]52-54,Powderblue,404.10,4.83,4.81
10/01/2019,[S4]A,Brightwell,862.76,4.53,6.97
10/01/2019,[S4]E,Ochlockonee,"1,256.66",4.61,5.46
10/01/2019,[S4]E,Powderblue,707.64,4.63,5.55
10/01/2019,[S4]J,Ochlockonee,515.43,6.31,5.50
10/01/2019,[S4]J,Powderblue,254.79,6.27,3.61
10/01/2019,[S4]K,Ochlockonee,155.09,6.90,3.30
10/01/2019,[S4]K,Powderblue,150.28,6.24,4.17
10/01/2019,ED5,Legacy,886.57,4.51,5.91
10/01/2019,LEB 5,Brigitta,"1,078.23",4.55,6.42
10/01/2019,O,Brightwell,844.56,5.64,4.45
10/01/2019,O,Powderblue,990.66,5.19,5.69
11/01/2019,[NineMile]01,Legacy,699.92,4.86,5.05
11/01/2019,[NineMile]02,Legacy,"1,737.86",4.77,5.95
11/01/2019,[NineMile]11,Brigitta,749.59,3.47,11.11
11/01/2019,[NineMile]11,Legacy,531.25,4.61,3.32
11/01/2019,[NineMile]13,Brigitta,"1,097.38",4.58,5.26
11/01/2019,[NineMile]13,Legacy,256.66,4.80,5.70
11/01/2019,[NineMile]33,Legacy,658.13,4.32,7.56
11/01/2019,[NineMile]45,Legacy,"2,124.55",6.51,4.22
11/01/2019,[NineMile]52,Legacy,213.66,4.72,7.63
11/01/2019,[NineMile]62,Legacy,"1,170.49",4.83,5.23
11/01/2019,LEB 5,Brigitta,964.76,4.49,6.07
12/01/2019,[NineMile]01,Legacy,854.34,5.33,5.20
12/01/2019,[NineMile]12,Legacy,"1,719.77",5.30,5.33
12/01/2019,[NineMile]13,Legacy,"1,194.93",4.29,7.73
12/01/2019,[NineMile]34,Legacy,"1,409.78",4.15,10.68
12/01/2019,[NineMile]46,Legacy,"2,296.17",5.32,5.09
12/01/2019,[NineMile]62,Legacy,581.02,5.35,5.19
12/01/2019,[NineMile]63,Legacy,"1,664.57",5.16,5.40
12/01/2019,[S1]06EFG,Brightwell,468.60,5.70,5.01
12/01/2019,[S1]06EFG,Powderblue,300.85,5.92,4.47
12/01/2019,[S1]11Mid,Brightwell,31.82,6.29,5.79
12/01/2019,[S1]11Mid,Powderblue,85.31,5.93,3.35
12/01/2019,[S1]50-51,Brightwell,274.06,4.76,6.09
12/01/2019,[S1]50-51,Powderblue,466.54,4.73,6.22
12/01/2019,[S1]94,Arana C00-009,"2,982.70",3.58,7.41
12/01/2019,[S1]95,Arana C00-009,"3,371.86",4.09,6.60
12/01/2019,[S4]G,Ochlockonee,"1,097.57",4.37,6.13
12/01/2019,[S4]G,Powderblue,"1,155.30",4.74,5.31
12/01/2019,O,Powderblue,653.27,5.43,5.68
13/01/2019,[NineMile]09,Brigitta,897.40,6.42,5.87
13/01/2019,[NineMile]10,Brigitta,"1,033.26",6.53,3.62
13/01/2019,[NineMile]14,Brigitta,522.10,5.66,5.22
13/01/2019,[NineMile]14,Legacy,60.02,5.87,13.34
13/01/2019,[NineMile]15,Brigitta,"2,106.29",5.84,5.71
13/01/2019,[NineMile]16,Brigitta,563.72,6.02,3.34
13/01/2019,[NineMile]46,Legacy,"1,179.64",5.42,5.67
13/01/2019,[NineMile]47,Legacy,"1,251.01",5.14,5.89
13/01/2019,LEB 5,Brigitta,"1,228.65",4.57,6.10
14/01/2019,[Feath]03,Ochlockonee,791.63,4.26,6.38
14/01/2019,[Feath]03,Powderblue,195.66,4.60,6.31
14/01/2019,[KD]13B,Ochlockonee,186.90,4.90,4.73
14/01/2019,[KD]13B,Powderblue,156.66,4.95,3.82
14/01/2019,[NineMile]03,Brigitta,"1,052.62",4.40,8.22
14/01/2019,[NineMile]03,Legacy,455.26,4.77,3.16
14/01/2019,[NineMile]04,Brigitta,"1,688.92",5.55,5.44
14/01/2019,[NineMile]05,Brigitta,"1,291.55",4.50,5.38
14/01/2019,[NineMile]06,Brigitta,471.76,4.34,12.10
14/01/2019,[NineMile]07,Brigitta,"1,084.16",4.39,7.58
14/01/2019,[NineMile]08,Brigitta,"1,666.39",4.47,5.34
14/01/2019,[NineMile]12,Brigitta,"2,084.21",4.50,5.75
14/01/2019,[NineMile]63,Legacy,389.54,6.00,3.25
14/01/2019,[S1]10Mid,Brightwell,54.30,5.20,1.77
14/01/2019,[S1]10Mid,Powderblue,168.83,5.01,3.33
14/01/2019,[S1]22-23Ext,Ochlockonee,417.43,4.43,8.14
14/01/2019,[S1]22-23Ext,Powderblue,117.15,4.87,5.71
14/01/2019,[S1]47ABC,Arana C00-009,"1,822.75",4.57,5.11
14/01/2019,[S1]48A,Arana C00-009,973.25,4.77,5.22
14/01/2019,[S1]49BC,Arana C00-009,"1,794.68",4.14,8.05
14/01/2019,[S4]G,Ochlockonee,830.19,4.43,5.86
14/01/2019,[S4]G,Powderblue,269.14,4.56,5.61
14/01/2019,53-55 Molloy Bottom,Ochlockonee,411.95,4.50,5.72
14/01/2019,53-55 Molloy Bottom,Powderblue,114.11,4.63,4.23
14/01/2019,53-55 Molloy Top,Ochlockonee,667.68,4.35,10.60
14/01/2019,53-55 Molloy Top,Powderblue,147.90,4.61,6.57
14/01/2019,LEB 5,Brigitta,"1,475.83",4.11,6.42
15/01/2019,[NineMile]06,Brigitta,"1,415.95",4.37,6.29
15/01/2019,[NineMile]06,Legacy,"1,473.25",4.32,6.93
15/01/2019,[NineMile]22,Brigitta,645.92,4.32,5.98
15/01/2019,[NineMile]22,Legacy,312.04,4.62,5.78
15/01/2019,[NineMile]23,Brigitta,"1,208.57",4.32,5.97
15/01/2019,[NineMile]23,Legacy,406.88,4.48,6.03
15/01/2019,[NineMile]24,Brigitta,552.35,4.66,7.27
15/01/2019,[NineMile]24,Legacy,501.57,4.62,8.96
15/01/2019,[NineMile]25,Legacy,231.70,4.35,8.58
15/01/2019,[NineMile]31,Brigitta,953.07,4.43,6.98
15/01/2019,[NineMile]33,Brigitta,863.15,4.50,5.15
15/01/2019,[NineMile]34,Brigitta,964.66,4.48,7.03
15/01/2019,[NineMile]34,Legacy,213.74,4.76,2.76
15/01/2019,[NineMile]66,Legacy,747.34,4.34,4.18
15/01/2019,[NineMile]67,Brigitta,"1,199.58",4.21,7.39
15/01/2019,[NineMile]67,Legacy,"1,416.69",4.11,8.45
15/01/2019,LEB 5,Brigitta,"1,392.36",4.51,5.79
16/01/2019,[NineMile]01,Brigitta,831.06,5.31,7.39
16/01/2019,[NineMile]01,Legacy,902.32,5.57,4.46
16/01/2019,[NineMile]06,Ozarkblue,162.76,6.37,3.62
16/01/2019,[NineMile]24,Brigitta,207.90,4.74,4.95
16/01/2019,[NineMile]24,Ozarkblue,139.35,5.88,5.11
16/01/2019,[NineMile]25,Brigitta,"1,214.62",5.05,6.75
16/01/2019,[NineMile]25,Ozarkblue,298.88,4.69,8.30
16/01/2019,[NineMile]27,Legacy,452.18,4.78,7.18
16/01/2019,[NineMile]29,Brigitta,613.60,6.32,4.11
16/01/2019,[NineMile]29,Legacy,297.74,6.25,5.13
16/01/2019,[NineMile]29,Ozarkblue,187.25,6.18,6.46
16/01/2019,[NineMile]31,Ozarkblue,399.68,5.24,4.67
16/01/2019,[NineMile]32,Brigitta,"1,188.91",4.51,7.58
16/01/2019,[NineMile]32,Legacy,294.45,4.79,3.44
16/01/2019,[NineMile]32,Ozarkblue,227.21,4.72,4.27
16/01/2019,[NineMile]34,Ozarkblue,227.48,7.18,3.61
16/01/2019,[NineMile]36,Brigitta,596.43,4.22,10.33
16/01/2019,[NineMile]36,Legacy,129.39,4.94,4.11
16/01/2019,[NineMile]36,Ozarkblue,101.69,4.79,9.68
16/01/2019,[NineMile]37,Brigitta,626.10,4.61,6.88
16/01/2019,[NineMile]51,Brigitta,372.92,6.18,6.43
16/01/2019,[NineMile]51,Legacy,352.08,6.19,6.07
16/01/2019,[NineMile]51,Ozarkblue,130.23,7.58,1.28
16/01/2019,[NineMile]66,Brigitta,"2,879.44",4.49,7.14
16/01/2019,[S1]78,Arana C00-009,972.37,4.80,4.59
16/01/2019,[S3]I,Ochlockonee,381.55,4.53,4.89
16/01/2019,[S3]I,Powderblue,178.49,4.67,4.58
16/01/2019,[S3]L,Ochlockonee,358.09,5.01,5.68
16/01/2019,[S3]L,Powderblue,199.28,4.89,4.74
16/01/2019,[S3]Mrow01-30,Arana C00-009,"1,620.37",3.70,7.40
16/01/2019,[S3]Mrow31-87,Arana C00-009,"1,464.49",4.33,7.31
16/01/2019,[S3]Nrow01-54,Arana C00-009,"1,065.37",3.72,7.04
16/01/2019,[S3]Nrow55-105,Arana C00-009,"1,846.45",3.97,7.58
