Pick Date,Location,Product Variety,Yield Kg,Total Harvest Cost Per Kg,Pick Rate Kgs/Hr (Picker Only – Derived Kgs)
5/09/2022,[Feath]06,Mayra C97-390,"1,326.01",3.72,6.72
5/09/2022,[Feath]08,R&D,42.58,4.32,9.90
5/09/2022,[GIN]Top07,Snowchaser FL98-406,"1,717.26",3.10,13.54
5/09/2022,[GIN]Valley01,Snowchaser FL98-406,"5,436.56",2.79,13.19
5/09/2022,[GR]03,Mayra C97-390,984.54,3.76,6.53
5/09/2022,[GR]06,Snowchaser FL98-406,143.88,6.87,4.68
5/09/2022,[GR]07,Snowchaser FL98-406,378.27,6.97,5.21
5/09/2022,[GR]10,Snowchaser FL98-406,213.54,6.57,4.21
5/09/2022,[GR]11,Snowchaser FL98-406,696.45,6.53,5.47
5/09/2022,[Ponds]Hayes,Corindi Verdure C08-141,176.92,6.50,4.24
5/09/2022,[Ponds]Hayes,FL05-185,255.64,3.94,6.76
5/09/2022,[Ponds]Hilton,Corindi Verdure C08-141,193.92,4.89,4.32
5/09/2022,[Ponds]Hilton,Kirra C99-042,286.64,5.14,3.63
5/09/2022,[S1]28Ext,Snowchaser FL98-406,"1,158.60",6.39,7.10
5/09/2022,[S1]50-51D,Arana C00-009,884.77,2.85,11.89
5/09/2022,[S1]61,Kirra C99-042,"1,414.01",5.88,6.70
5/09/2022,[S2]85,Selections - H/B,"1,255.20",3.73,8.89
5/09/2022,[S2]86,Selections - H/B,432.65,3.33,9.81
5/09/2022,[Tols]01,Arana C00-009,509.43,2.02,16.57
5/09/2022,[Tols]02,Arana C00-009,671.72,2.91,11.84
5/09/2022,[Tols]03,Arana C00-009,891.10,2.32,12.15
5/09/2022,[WAL]06,Arana C00-009,"1,514.04",3.91,13.48
5/09/2022,[WAL]12,Snowchaser FL98-406,661.62,4.27,5.22
5/09/2022,[WAL]14,Arana C00-009,369.11,3.77,8.02
5/09/2022,[WAL]16D,C14-409,180.60,4.22,6.91
6/09/2022,[Feath]13,Snowchaser FL98-406,405.88,5.33,7.16
6/09/2022,[Feath]15,Corindi Verdure C08-141,178.41,6.94,5.70
6/09/2022,[Feath]15,Kirra C99-042,185.54,6.22,4.29
6/09/2022,[Feath]16,Snowchaser FL98-406,391.96,5.49,5.15
6/09/2022,[Feath]19,Snowchaser FL98-406,198.84,5.65,6.18
6/09/2022,[GIN]Top07,Snowchaser FL98-406,"7,204.55",3.17,11.28
6/09/2022,[GR]04,OPI Ridley 1111,740.04,3.82,7.67
6/09/2022,[GR]05,OPI Ridley 1111,652.89,3.70,7.77
6/09/2022,[GR]07,Snowchaser FL98-406,150.00,6.90,5.35
6/09/2022,[GR]08,Snowchaser FL98-406,364.64,8.08,5.13
6/09/2022,[GR]09,Snowchaser FL98-406,486.45,6.53,6.49
6/09/2022,[GR]10,Snowchaser FL98-406,272.81,6.62,5.27
6/09/2022,[GR]11,Snowchaser FL98-406,276.64,6.70,4.49
6/09/2022,[GR]12,Snowchaser FL98-406,"1,228.72",6.77,6.79
6/09/2022,[Ponds]Bullock,Mayra C97-390,472.70,5.64,6.49
6/09/2022,[Ponds]Casson,Mayra C97-390,715.73,5.67,5.35
6/09/2022,[Ponds]Hilton,Kirra C99-042,48.36,6.95,1.50
6/09/2022,[Ponds]MacGregor,Corindi Verdure C08-141,13.07,14.74,2.02
6/09/2022,[Ponds]MacGregor,Kirra C99-042,118.23,8.73,3.99
6/09/2022,[RAN]05,Giant C12-122,"1,065.81",3.03,11.26
6/09/2022,[RAN]06,Snowchaser FL98-406,323.84,8.08,4.15
6/09/2022,[RAN]07,Snowchaser FL98-406,464.29,7.53,5.06
6/09/2022,[RAN]12,Snowchaser FL98-406,379.32,6.82,6.04
6/09/2022,[S1]28Ext,Snowchaser FL98-406,910.90,6.40,8.03
6/09/2022,[S2]86,Selections - H/B,"1,732.91",3.77,8.66
6/09/2022,[S3]BTop,Breeze C15-143 (obsolete),213.56,5.84,6.78
6/09/2022,[Tols]04,Arana C00-009,367.21,1.69,13.86
6/09/2022,[Tols]05,Arana C00-009,"1,039.10",2.19,14.52
6/09/2022,[Tols]06,Arana C00-009,"1,091.22",2.16,14.90
6/09/2022,[Tols]07,Arana C00-009,"1,374.01",1.75,15.87
6/09/2022,[WAL]14,Arana C00-009,"1,004.55",2.88,13.72
6/09/2022,[WAL]15,Arana C00-009,"1,482.57",2.42,12.03
6/09/2022,[WAL]16,Arana C00-009,943.45,2.38,11.79
7/09/2022,[Feath]20,Corindi Verdure C08-141,383.53,6.38,8.56
7/09/2022,[Feath]20,Kirra C99-042,572.16,5.66,5.68
7/09/2022,[Feath]23,Corindi Verdure C08-141,650.36,5.29,9.48
7/09/2022,[Feath]23,Kirra C99-042,427.39,5.79,6.67
7/09/2022,[GIN]Top02,Snowchaser FL98-406,"5,359.26",2.97,11.89
7/09/2022,[GIN]Top07,Snowchaser FL98-406,"1,511.87",3.88,9.71
7/09/2022,[GR]04,OPI Ridley 1111,"2,252.29",3.96,7.19
7/09/2022,[Ponds]Biddle,Mayra C97-390,147.98,5.64,6.94
7/09/2022,[Ponds]Bullock,Mayra C97-390,"1,139.28",5.60,6.07
7/09/2022,[RAN]12,Snowchaser FL98-406,"1,118.23",7.25,4.44
7/09/2022,[RAN]13,Snowchaser FL98-406,253.11,7.58,3.95
7/09/2022,[S1]32-33,Selections - H/B,262.24,2.35,13.43
7/09/2022,[S1]39-41Back,Arana C00-009,"1,791.78",1.81,17.78
7/09/2022,[S1]39-41Front,Arana C00-009,"1,848.33",2.23,11.68
7/09/2022,[S1]39-41Mid,Arana C00-009,"1,295.62",1.75,17.75
7/09/2022,[S1]45-46Back,Arana C00-009,"1,899.80",1.73,18.37
7/09/2022,[S1]45-46Mid,Arana C00-009,"1,345.37",1.68,18.31
7/09/2022,[S1]78,Arana C00-009,489.87,2.36,11.51
7/09/2022,[S1]94,Arana C00-009,616.23,2.24,15.22
7/09/2022,[S1]95,Arana C00-009,746.84,3.56,13.81
7/09/2022,[S2]86,Selections - H/B,"1,112.64",4.98,6.57
7/09/2022,[S3]X,Corindi Verdure C08-141,465.29,4.87,5.35
7/09/2022,[S3]X,Kirra C99-042,298.01,5.23,6.11
7/09/2022,[WAL]03,Delight C13-051,"2,363.59",2.30,17.53
7/09/2022,[WAL]17,Arana C00-009,"1,436.75",2.68,16.60
8/09/2022,[Feath]10,R&D,395.07,4.84,6.23
8/09/2022,[Feath]12,R&D,232.25,7.37,4.20
8/09/2022,[Feath]22,Snowchaser FL98-406,227.97,4.99,6.26
8/09/2022,[GIN]Top02,Snowchaser FL98-406,"2,655.91",3.09,12.29
8/09/2022,[GIN]Valley07,Arana C00-009,320.02,2.46,12.32
8/09/2022,[GIN]Valley08,Arana C00-009,435.58,2.51,14.23
8/09/2022,[GIN]Valley11,Arana C00-009,145.81,2.27,10.95
8/09/2022,[GIN]Valley12,Arana C00-009,327.23,3.20,13.57
8/09/2022,[GIN]Valley13A,Kirra C99-042,"1,253.70",2.60,13.26
8/09/2022,[GR]05,OPI Ridley 1111,"2,627.36",3.90,8.17
8/09/2022,[Ponds]Biddle,Mayra C97-390,456.74,6.77,5.01
8/09/2022,[RAN]04,Snowchaser FL98-406,99.31,11.79,3.86
8/09/2022,[RAN]08,Snowchaser FL98-406,118.75,11.06,4.07
8/09/2022,[RAN]10,Snowchaser FL98-406,827.24,11.15,5.70
8/09/2022,[RAN]13,Snowchaser FL98-406,771.84,8.26,4.51
8/09/2022,[RAN]15,Snowchaser FL98-406,828.93,5.05,8.15
8/09/2022,[RAN]16,Snowchaser FL98-406,518.96,9.61,3.94
8/09/2022,[S1]26,C04-177,76.58,7.45,3.87
8/09/2022,[S1]26,Snowchaser FL98-406,773.83,5.56,5.07
8/09/2022,[S1]26Bills,Kirra C99-042,640.03,5.01,6.83
8/09/2022,[S1]32-33,Arana C00-009,"3,320.95",1.92,14.73
8/09/2022,[S1]32-33,Selections - H/B,529.17,6.43,5.65
8/09/2022,[S1]34,Arana C00-009,"2,775.52",1.84,16.63
8/09/2022,[S1]35,Arana C00-009,"2,345.92",1.61,14.73
8/09/2022,[S3]X,Kirra C99-042,494.21,5.19,4.72
8/09/2022,[S3]Y,Corindi Verdure C08-141,243.23,4.94,4.70
8/09/2022,[S3]Y,Kirra C99-042,974.26,5.00,6.83
9/09/2022,[ATH]07,Arana C00-009,545.38,2.76,9.89
9/09/2022,[ATH]08,Arana C00-009,647.23,2.70,12.03
9/09/2022,[ATH]09,Arana C00-009,748.86,2.73,11.54
9/09/2022,[ATH]17B,Arana C00-009,411.66,3.83,12.09
9/09/2022,[ATH]17C,Arana C00-009,92.69,5.48,9.60
9/09/2022,[ATH]18A,Arana C00-009,954.17,4.45,12.57
9/09/2022,[ATH]18B,Arana C00-009,639.73,4.12,12.09
9/09/2022,[Feath]22,Snowchaser FL98-406,"1,350.22",4.79,7.71
9/09/2022,[GIN]Top01,Snowchaser FL98-406,"3,312.90",3.07,11.63
9/09/2022,[GIN]Top12,Arana C00-009,411.59,2.28,17.53
9/09/2022,[GIN]Valley13A,Kirra C99-042,340.79,4.81,6.81
9/09/2022,[GIN]Valley14,Kirra C99-042,"2,568.03",2.70,13.86
9/09/2022,[KD]15BB,Selections - H/B,545.40,5.96,5.27
9/09/2022,[RAN]14,Snowchaser FL98-406,300.56,8.05,5.53
9/09/2022,[RAN]15,Snowchaser FL98-406,"1,330.58",5.11,5.99
9/09/2022,[S1]05,Arana C00-009,391.39,3.91,9.20
9/09/2022,[S1]13Front,Giant C12-122,355.54,3.83,9.50
9/09/2022,[S1]13Front,Snowchaser FL98-406,449.54,5.68,8.17
9/09/2022,[S1]16-17,Snowchaser FL98-406,"3,812.91",4.82,6.80
9/09/2022,[S1]27,Arana C00-009,316.77,6.17,5.61
9/09/2022,[S1]32-33Ext,Arana C00-009,"1,687.95",1.83,13.75
9/09/2022,[S1]36-37,Arana C00-009,"1,595.10",2.71,10.69
9/09/2022,[S1]36-37,Kirra C99-042,177.26,7.62,4.65
9/09/2022,[S1]36-37,Snowchaser FL98-406,186.40,17.85,2.19
9/09/2022,[S1]45-46Front,Arana C00-009,"2,083.09",1.86,19.92
9/09/2022,[S1]47ABC,Arana C00-009,"1,032.14",2.87,13.40
9/09/2022,[S1]57-59Ext,Corindi Verdure C08-141,102.17,6.57,9.40
9/09/2022,[S1]57-59Ext,Kirra C99-042,440.78,4.68,7.16
10/09/2022,[GIN]Top01,Snowchaser FL98-406,"4,378.12",3.21,12.18
10/09/2022,[WAL]03,Delight C13-051,814.71,2.34,19.19
10/09/2022,[WAL]07,Arana C00-009,"2,133.84",2.01,22.19
10/09/2022,[WAL]10,Delight C13-051,"1,982.35",3.26,10.49
12/09/2022,[Feath]10,R&D,453.58,5.45,6.05
12/09/2022,[Feath]12,R&D,570.85,5.43,5.82
12/09/2022,[GIN]Top01,Snowchaser FL98-406,"1,584.32",3.59,9.43
12/09/2022,[GIN]Top09,Snowchaser FL98-406,"3,506.27",2.70,11.97
12/09/2022,[GIN]Top10,Snowchaser FL98-406,752.65,2.89,12.60
12/09/2022,[KD]15BB,Selections - H/B,309.02,7.31,5.18
12/09/2022,[Ponds]Miller,Corindi Verdure C08-141,"1,129.83",4.75,8.17
12/09/2022,[Ponds]Miller,FL05-185,160.90,4.77,13.26
12/09/2022,[RAN]01,Delight C13-051,"2,855.66",2.48,13.70
12/09/2022,[RAN]17,Snowchaser FL98-406,582.76,6.84,6.12
12/09/2022,[RAN]18,Snowchaser FL98-406,343.77,6.47,4.71
12/09/2022,[RAN]19,Snowchaser FL98-406,"1,190.64",4.75,6.77
12/09/2022,[S1]01,Arana C00-009,435.34,2.77,8.24
12/09/2022,[S1]02,Arana C00-009,505.20,3.82,9.03
12/09/2022,[S1]06A,Snowchaser FL98-406,"1,017.48",4.60,7.28
12/09/2022,[S1]06B,Snowchaser FL98-406,346.52,4.70,8.08
12/09/2022,[S1]11-12Ext,Snowchaser FL98-406,"1,197.01",4.83,7.38
12/09/2022,[S1]12Mid,Kirra C99-042,578.94,5.20,6.49
12/09/2022,[S1]13Back,Snowchaser FL98-406,655.03,4.71,7.63
12/09/2022,[S1]16-17,Snowchaser FL98-406,"1,244.95",5.54,6.00
12/09/2022,[S1]50-51A,Arana C00-009,261.66,3.50,7.90
12/09/2022,[S1]50-51B,Arana C00-009,214.08,3.23,14.16
12/09/2022,[S1]50-51B,C05-200,474.49,4.69,7.89
12/09/2022,[S1]50-51C,Arana C00-009,246.53,3.75,6.85
12/09/2022,[S1]57,Snowchaser FL98-406,857.62,4.63,7.61
12/09/2022,[S2]88,Arana C00-009,"2,624.33",2.44,13.09
12/09/2022,[S2]90-92,Arana C00-009,203.16,4.07,4.51
13/09/2022,[Feath]10,R&D,264.82,5.17,6.16
13/09/2022,[Feath]11,R&D,291.14,4.96,6.59
13/09/2022,[Feath]12,R&D,482.40,5.85,5.11
13/09/2022,[GIN]Top10,Snowchaser FL98-406,"2,358.04",3.21,8.67
13/09/2022,[GIN]Top17,Snowchaser FL98-406,"1,407.58",2.47,14.30
13/09/2022,[GR]02,Snowchaser FL98-406,"1,332.22",5.05,6.37
13/09/2022,[GR]15,OPI Ridley 1111,458.79,4.22,5.38
13/09/2022,[GR]16,OPI Ridley 1111,"1,110.19",4.12,8.00
13/09/2022,[GR]17,OPI Ridley 1111,"1,019.68",4.19,8.42
13/09/2022,[KD]15BB,Selections - H/B,501.51,6.30,6.18
13/09/2022,[Ponds]Miller,FL05-185,364.10,5.88,5.59
13/09/2022,[Ponds]Parker,Corindi Verdure C08-141,942.08,4.71,8.47
13/09/2022,[Ponds]Parker,Kirra C99-042,358.79,5.10,6.61
13/09/2022,[RAN]05,Giant C12-122,"1,145.55",3.47,9.77
13/09/2022,[RAN]09,Arana C00-009,807.30,3.30,11.40
13/09/2022,[RAN]TRIAL1-2,Giant C12-122,527.96,2.89,12.00
13/09/2022,[RAN]TRIAL3,Giant C12-122,247.62,2.54,11.90
13/09/2022,[RAN]TRIAL4,Arana C00-009,200.19,4.26,14.30
13/09/2022,[S1]06B,Snowchaser FL98-406,476.42,8.13,7.87
13/09/2022,[S1]11-12Ext,Snowchaser FL98-406,101.42,7.68,5.34
13/09/2022,[S1]18-19Bot,Arana C00-009,"1,154.00",2.74,10.34
13/09/2022,[S1]18-19Top,Arana C00-009,"2,333.64",2.39,11.17
13/09/2022,[S1]22-23,Arana C00-009,"2,928.94",2.36,15.42
13/09/2022,[S1]57,Snowchaser FL98-406,171.33,4.73,6.47
13/09/2022,[S1]58,Snowchaser FL98-406,581.33,4.74,8.69
13/09/2022,[S2]83,Arana C00-009,610.59,3.01,13.79
13/09/2022,[S3]R,Arana C00-009,229.97,7.56,2.99
13/09/2022,[S3]S,Arana C00-009,215.17,6.81,5.85
13/09/2022,[WAL]11,Delight C13-051,"2,692.49",3.47,12.49
14/09/2022,[Feath]08,R&D,723.95,4.66,7.34
14/09/2022,[Feath]11,R&D,503.74,4.65,6.97
14/09/2022,[Feath]12,R&D,400.47,5.93,5.45
14/09/2022,[GIN]Top10,Snowchaser FL98-406,"2,025.99",3.15,9.95
14/09/2022,[GIN]Top16,Snowchaser FL98-406,"3,416.46",2.45,12.70
14/09/2022,[GIN]Top17,Snowchaser FL98-406,695.98,2.90,12.06
14/09/2022,[GR]06,Snowchaser FL98-406,76.60,4.87,4.84
14/09/2022,[GR]07,Snowchaser FL98-406,369.05,4.79,5.78
14/09/2022,[GR]08,Snowchaser FL98-406,242.01,5.01,6.16
14/09/2022,[GR]12,Snowchaser FL98-406,902.16,4.64,8.09
14/09/2022,[GR]16,OPI Ridley 1111,"1,858.84",4.36,6.50
14/09/2022,[GR]17,OPI Ridley 1111,"1,649.00",4.35,7.36
14/09/2022,[KD]15BB,Selections - H/B,127.26,3.94,7.87
14/09/2022,[Ponds]Parker,Kirra C99-042,"1,522.78",4.78,5.83
14/09/2022,[S1]03,Arana C00-009,373.76,3.36,8.63
14/09/2022,[S1]04,Arana C00-009,497.14,4.46,9.47
14/09/2022,[S1]18-19Top,Arana C00-009,372.96,2.34,11.84
14/09/2022,[S1]20Bot,Arana C00-009,803.25,2.67,10.93
14/09/2022,[S1]20Top,Arana C00-009,"1,076.87",2.32,13.90
14/09/2022,[S1]29Ext,Giant C12-122,"4,221.74",3.38,12.40
14/09/2022,[S1]32-33Ext,Arana C00-009,"1,825.14",1.57,23.47
14/09/2022,[S3]U,Arana C00-009,288.09,4.48,4.42
14/09/2022,[S3]V,Arana C00-009,157.53,7.35,6.84
14/09/2022,[WAL]09,Delight C13-051,"2,237.61",3.13,11.24
14/09/2022,[WAL]11,Delight C13-051,80.25,5.42,7.34
15/09/2022,[ATH]16A,Arana C00-009,855.85,2.95,14.14
15/09/2022,[ATH]16B,Arana C00-009,512.71,2.93,11.60
15/09/2022,[ATH]17A,Arana C00-009,640.53,3.29,13.46
15/09/2022,[ATH]19,Arana C00-009,198.87,3.93,10.85
15/09/2022,[ATH]20,Arana C00-009,733.54,3.12,11.26
15/09/2022,[ATH]21,Arana C00-009,230.76,3.19,8.43
15/09/2022,[ATH]22,Arana C00-009,196.18,3.23,8.67
15/09/2022,[ATH]23,Arana C00-009,396.72,3.88,8.77
15/09/2022,[ATH]24,Arana C00-009,308.67,3.10,8.51
15/09/2022,[ATH]25,Arana C00-009,190.42,3.34,8.64
15/09/2022,[ATH]26,Arana C00-009,214.21,3.17,9.40
15/09/2022,[Feath]06,Mayra C97-390,793.94,4.05,6.58
15/09/2022,[GIN]Top08A,Arana C00-009,179.43,3.26,9.34
15/09/2022,[GIN]Top11,Arana C00-009,717.88,2.41,14.29
15/09/2022,[GIN]Top13,Arana C00-009,449.74,2.83,14.96
15/09/2022,[GIN]Top14,Arana C00-009,437.37,2.33,14.55
15/09/2022,[GIN]Top15,Snowchaser FL98-406,"1,400.72",2.68,16.22
15/09/2022,[GIN]Valley05,Arana C00-009,448.29,2.42,12.66
15/09/2022,[GIN]Valley06,Mayra C97-390,"2,453.15",2.70,9.72
15/09/2022,[GR]11,Snowchaser FL98-406,661.56,4.70,8.88
15/09/2022,[GR]12,Snowchaser FL98-406,978.67,5.12,6.90
15/09/2022,[KD]15BB,Selections - H/B,"1,336.77",5.30,6.18
15/09/2022,[S1]14,Arana C00-009,"1,655.76",2.08,17.03
15/09/2022,[S1]24-25Ext,Arana C00-009,791.49,4.02,7.41
15/09/2022,[S1]28Ext,Snowchaser FL98-406,"1,116.48",5.25,5.75
15/09/2022,[S1]42-43Back,Arana C00-009,806.98,2.30,11.80
15/09/2022,[S1]42-43Front,Arana C00-009,"1,167.00",2.88,15.91
15/09/2022,[S1]62,Arana C00-009,935.79,2.19,12.01
15/09/2022,[S3]A,C14-409,399.54,4.55,7.05
15/09/2022,[S3]Mrow01-30,Arana C00-009,463.67,4.06,10.66
15/09/2022,[S3]Mrow31-87,Arana C00-009,828.65,3.31,10.82
15/09/2022,[S3]Nrow01-54,Arana C00-009,184.64,3.40,6.71
15/09/2022,[S3]Nrow55-105,Arana C00-009,741.25,3.56,11.06
16/09/2022,[Feath]06,Kirra C99-042,335.10,6.76,5.25
16/09/2022,[Feath]14,Kirra C99-042,"1,197.07",5.17,7.41
16/09/2022,[Feath]14,Mayra C97-390,"1,008.13",3.75,9.75
16/09/2022,[Feath]15,Corindi Verdure C08-141,149.61,4.66,6.56
16/09/2022,[Feath]15,Kirra C99-042,199.60,5.19,5.59
16/09/2022,[Feath]17,Corindi Verdure C08-141,79.01,5.02,3.99
16/09/2022,[Feath]17,FL05-185,32.88,7.88,3.74
16/09/2022,[Feath]17,Kirra C99-042,"1,120.99",5.09,7.48
16/09/2022,[Feath]18,Corindi Verdure C08-141,210.99,5.00,4.83
16/09/2022,[Feath]18,Kirra C99-042,276.74,5.27,5.45
16/09/2022,[GIN]Top06B,Snowchaser FL98-406,"2,849.30",3.12,9.57
16/09/2022,[GIN]Top15,Snowchaser FL98-406,"4,115.52",2.85,14.05
16/09/2022,[GR]06,Selections - H/B,255.98,6.19,5.17
16/09/2022,[GR]11,Snowchaser FL98-406,"1,884.96",4.96,6.18
16/09/2022,[KD]15BB,Selections - H/B,753.35,6.63,5.30
16/09/2022,[KD]26BRow01-08,Arana C00-009,189.00,3.13,9.35
16/09/2022,[KD]26BRow09-16,Arana C00-009,249.98,2.31,12.66
16/09/2022,[KD]26BRow17-24,Arana c00-009 (obsolete),113.12,2.07,14.16
16/09/2022,[KD]26BRow17-24,Selections - H/B,23.50,4.68,6.25
16/09/2022,[KD]26BRow25-30,Arana C00-009,120.29,4.80,6.09
16/09/2022,[KD]26BRow31-34,Arana C00-009,52.77,13.56,6.60
16/09/2022,[KD]Hughs,Snowchaser FL98-406,774.31,6.91,6.55
16/09/2022,[S1]48A,Arana C00-009,324.24,5.01,9.76
16/09/2022,[S1]48BC,Arana C00-009,"1,120.02",3.31,13.13
16/09/2022,[S1]49A,Arana C00-009,605.35,3.24,14.56
16/09/2022,[S1]49BC,Arana C00-009,281.85,4.13,13.98
16/09/2022,[S2]87,R&D,"1,556.53",4.16,8.08
16/09/2022,[WAL]14,Arana C00-009,465.70,3.34,8.54
16/09/2022,[WAL]15,Arana C00-009,446.93,2.81,8.40
16/09/2022,[WAL]16,Arana C00-009,389.02,2.79,9.26
16/09/2022,[WAL]16D,C14-409,120.76,6.53,7.02
16/09/2022,[WAL]17,Arana C00-009,489.27,2.79,13.90
17/09/2022,[GIN]Top05B,Snowchaser FL98-406,"3,655.23",3.26,11.15
19/09/2022,[ATH]07,Arana C00-009,449.64,3.79,7.09
19/09/2022,[ATH]08,Arana C00-009,601.44,4.03,8.00
19/09/2022,[ATH]09,Arana C00-009,467.75,3.44,6.32
19/09/2022,[Feath]14,Kirra C99-042,973.22,5.06,9.22
19/09/2022,[GIN]Top04,Snowchaser FL98-406,"3,793.13",3.13,9.74
19/09/2022,[GIN]Top05A,Snowchaser FL98-406,"1,916.45",2.97,11.87
19/09/2022,[GR]06,Selections - H/B,698.85,5.11,6.24
19/09/2022,[GR]09,Snowchaser FL98-406,633.54,5.94,6.23
19/09/2022,[GR]10,Snowchaser FL98-406,711.74,4.69,5.96
19/09/2022,[Ponds]Hayes,Corindi Verdure C08-141,276.03,4.91,9.69
19/09/2022,[S1]16-17,Snowchaser FL98-406,"3,816.68",4.86,5.68
19/09/2022,[S1]57,Snowchaser FL98-406,543.31,6.05,4.74
19/09/2022,[S1]57-59Ext,Corindi Verdure C08-141,151.41,4.80,7.01
19/09/2022,[S1]57-59Ext,Kirra C99-042,535.32,5.36,4.66
19/09/2022,[S1]58,Selections - H/B,96.36,7.12,4.18
19/09/2022,[S1]58,Snowchaser FL98-406,320.15,5.44,4.04
19/09/2022,[S2]85,Selections - H/B,"1,064.93",4.25,7.36
19/09/2022,[Tols]01,Arana C00-009,232.34,2.38,11.45
19/09/2022,[Tols]02,Arana C00-009,357.39,2.13,14.87
19/09/2022,[Tols]03,Arana C00-009,440.31,2.15,13.29
19/09/2022,[Tols]04,Arana C00-009,168.74,5.30,7.81
19/09/2022,[Tols]05,Arana C00-009,443.56,1.96,12.32
19/09/2022,[Tols]06,Arana C00-009,481.95,3.19,13.73
19/09/2022,[Tols]07,Arana C00-009,489.44,2.11,9.30
20/09/2022,[ATH]17B,Arana C00-009,400.93,3.07,7.62
20/09/2022,[ATH]17C,Arana C00-009,77.22,3.07,8.61
20/09/2022,[ATH]18A,Arana C00-009,904.32,3.70,10.31
20/09/2022,[ATH]18B,Arana C00-009,607.23,3.44,10.07
20/09/2022,[Feath]21,Corindi Verdure C08-141,44.62,7.92,3.59
20/09/2022,[Feath]21,Kirra C99-042,53.20,8.17,3.94
20/09/2022,[GIN]Top03,Snowchaser FL98-406,"2,797.20",3.11,11.10
20/09/2022,[GIN]Top04,Snowchaser FL98-406,"3,726.73",3.26,9.38
20/09/2022,[Ponds]Biddle,Mayra C97-390,"1,146.88",4.66,6.81
20/09/2022,[Ponds]Bullock,Mayra C97-390,"3,243.13",4.22,7.11
20/09/2022,[Ponds]Casson,Mayra C97-390,"1,662.16",4.47,7.35
20/09/2022,[Ponds]Hayes,Corindi Verdure C08-141,0.00,0.00,0.00
20/09/2022,[Ponds]Hayes,FL05-185,678.58,4.57,8.67
20/09/2022,[S1]16-17,Snowchaser FL98-406,968.62,5.19,4.64
20/09/2022,[S1]39-41Back,Arana C00-009,"1,282.38",2.59,12.96
20/09/2022,[S1]39-41Front,Arana C00-009,"1,535.17",3.28,7.10
20/09/2022,[S1]39-41Mid,Arana C00-009,"1,090.28",2.80,12.97
20/09/2022,[S1]57-59Ext,Corindi Verdure C08-141,162.46,4.96,5.16
20/09/2022,[S1]57-59Ext,Kirra C99-042,114.06,7.30,4.04
20/09/2022,[S2]85,Selections - H/B,"1,374.35",4.50,7.09
21/09/2022,[Feath]22,Snowchaser FL98-406,"2,010.97",4.42,10.05
21/09/2022,[GIN]Top03,Snowchaser FL98-406,"7,096.07",3.17,10.46
21/09/2022,[GR]03,Mayra C97-390,840.76,4.04,7.88
21/09/2022,[GR]13,Kirra C99-042,413.83,5.44,5.73
21/09/2022,[Ponds]Hayes,FL05-185,64.83,4.53,5.64
21/09/2022,[Ponds]Hilton,Corindi Verdure C08-141,861.00,4.65,9.27
21/09/2022,[Ponds]Hilton,Kirra C99-042,"1,016.53",5.14,6.72
21/09/2022,[S1]11-12Ext,Selections - H/B,62.47,7.55,3.94
21/09/2022,[S1]11-12Ext,Snowchaser FL98-406,807.67,4.95,5.35
21/09/2022,[S1]16-17,Snowchaser FL98-406,241.41,6.34,2.31
21/09/2022,[S1]28Ext,Snowchaser FL98-406,934.72,5.58,4.65
21/09/2022,[S1]34,Arana C00-009,"1,611.44",3.31,12.81
21/09/2022,[S1]35,Arana C00-009,"1,465.04",3.37,11.83
21/09/2022,[S1]45-46Back,Arana C00-009,"1,267.15",3.08,19.30
21/09/2022,[S1]45-46Mid,Arana C00-009,876.59,2.42,15.38
21/09/2022,[S1]78,Arana C00-009,366.55,4.13,13.15
21/09/2022,[S1]94,Arana C00-009,341.69,4.40,6.08
21/09/2022,[S1]95,Arana C00-009,518.91,6.43,13.14
21/09/2022,[S2]85,Selections - H/B,"1,491.73",4.45,7.24
21/09/2022,[S2]86,Selections - H/B,188.41,4.91,6.39
21/09/2022,[WAL]03,Delight C13-051,"1,391.84",3.63,13.70
21/09/2022,[WAL]07,Arana C00-009,"1,335.13",2.05,14.13
21/09/2022,[WAL]10,Delight C13-051,"1,301.14",4.24,8.35
21/09/2022,[WAL]11,Delight C13-051,"1,305.87",4.11,7.92
23/09/2022,[GIN]Valley02,Snowchaser FL98-406,"3,369.35",3.06,12.92
23/09/2022,[GIN]Valley07,Arana C00-009,312.45,2.59,12.42
23/09/2022,[GIN]Valley08,Arana C00-009,600.26,2.36,13.15
23/09/2022,[GIN]Valley09,Akala C03-158,"2,095.26",2.34,16.44
23/09/2022,[GIN]Valley11,Arana C00-009,358.22,2.40,10.93
23/09/2022,[GIN]Valley12,Arana C00-009,511.90,2.79,11.22
23/09/2022,[GIN]Valley13B,Arana C00-009,301.75,2.38,12.15
23/09/2022,[KD]26A,Kirra C99-042,420.54,5.91,5.62
23/09/2022,[KD]26D,Kirra C99-042,"2,202.80",5.20,6.97
23/09/2022,[KD]26E,Kirra C99-042,"1,615.54",5.06,11.03
23/09/2022,[S1]05,Arana C00-009,374.06,4.37,9.45
23/09/2022,[S1]32-33,Arana C00-009,"1,584.13",2.96,11.93
23/09/2022,[S1]32-33Ext,Arana C00-009,"1,133.59",3.28,10.55
23/09/2022,[S1]36-37,Arana C00-009,842.22,4.54,7.19
23/09/2022,[S1]36-37,Kirra C99-042,194.13,4.62,6.53
23/09/2022,[S1]36-37,Snowchaser FL98-406,210.89,8.31,3.49
